match_id,match_time,bo,team1_id,team1,team2_id,team2,event_id,event_name,event_logo,event_start_time,event_end_time,score1,score2,status
csgo_mc_2393573,2026-04-26 21:00:00,3,hltv_team_13735,Haunted House,hltv_team_13331,Kaleido,csgo_tt_9128, ESL 挑战者联赛 S51 亚洲杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-03 23:59:59,0,0,0
csgo_mc_2393572,2026-04-26 21:00:00,3,hltv_team_13667,NEXVOID,hltv_team_12948,BP,csgo_tt_9128, ESL 挑战者联赛 S51 亚洲杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-03 23:59:59,0,0,0
csgo_mc_2393574,2026-04-26 21:00:00,3,hltv_team_13666,BMZ,hltv_team_13433,Last Bullet,csgo_tt_9128, ESL 挑战者联赛 S51 亚洲杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-03 23:59:59,0,0,0
csgo_mc_2393575,2026-04-26 21:00:00,3,hltv_team_13502,Arise,hltv_team_12510,The Huns,csgo_tt_9128, ESL 挑战者联赛 S51 亚洲杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-03 23:59:59,0,0,0
csgo_mc_2393394,2026-04-26 21:45:00,3,,TBD,,TBD,csgo_tt_9139, CCT 2026 挑战者 欧洲 第1季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d7hdg6cconkpudhr49tg.png,2026-04-18 00:00:00,2026-04-26 23:59:59,0,0,0
csgo_mc_2393431,2026-04-26 22:00:00,3,,TBD,,TBD,csgo_tt_9036,LORGAR排名赛 S1,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d6irdq4conkpudhr3mv0.webp,2026-04-25 00:00:00,2026-04-26 23:59:59,0,0,0
csgo_mc_2393201,2026-04-26 22:00:00,3,,TBD,,TBD,csgo_tt_9120,NODWIN Clutch 系列 7,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d3aacfcconkqbk3bnqo0.png,2026-04-14 00:00:00,2026-04-28 06:00:00,0,0,0
csgo_mc_2393422,2026-04-26 22:30:00,3,,TBD,,TBD,csgo_tt_8956,CCT 全球总决赛 2026,https://oss.5eplay.com/sport/csgo/event/7517.png,2026-04-24 18:00:00,2026-04-26 18:00:00,0,0,0
csgo_mc_2393432,2026-04-27 01:00:00,3,,TBD,,TBD,csgo_tt_9036,LORGAR排名赛 S1,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d6irdq4conkpudhr3mv0.webp,2026-04-25 00:00:00,2026-04-26 23:59:59,0,0,0
csgo_mc_2393202,2026-04-27 01:00:00,3,,TBD,,TBD,csgo_tt_9120,NODWIN Clutch 系列 7,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d3aacfcconkqbk3bnqo0.png,2026-04-14 00:00:00,2026-04-28 06:00:00,0,0,0
csgo_mc_2393520,2026-04-27 01:00:00,3,,TBD,,TBD,csgo_tt_9129, ESL 挑战者联赛 S51 欧洲杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-22 00:00:00,2026-05-04 06:00:00,0,0,0
csgo_mc_2393521,2026-04-27 01:00:00,3,,TBD,,TBD,csgo_tt_9129, ESL 挑战者联赛 S51 欧洲杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-22 00:00:00,2026-05-04 06:00:00,0,0,0
csgo_mc_2393522,2026-04-27 01:00:00,3,,TBD,,TBD,csgo_tt_9129, ESL 挑战者联赛 S51 欧洲杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-22 00:00:00,2026-05-04 06:00:00,0,0,0
csgo_mc_2393523,2026-04-27 01:00:00,3,,TBD,,TBD,csgo_tt_9129, ESL 挑战者联赛 S51 欧洲杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-22 00:00:00,2026-05-04 06:00:00,0,0,0
csgo_mc_2393524,2026-04-27 01:00:00,3,,TBD,,TBD,csgo_tt_9129, ESL 挑战者联赛 S51 欧洲杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-22 00:00:00,2026-05-04 06:00:00,0,0,0
csgo_mc_2393525,2026-04-27 01:00:00,3,,TBD,,TBD,csgo_tt_9129, ESL 挑战者联赛 S51 欧洲杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-22 00:00:00,2026-05-04 06:00:00,0,0,0
csgo_mc_2393526,2026-04-27 01:00:00,3,,TBD,,TBD,csgo_tt_9129, ESL 挑战者联赛 S51 欧洲杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-22 00:00:00,2026-05-04 06:00:00,0,0,0
csgo_mc_2393527,2026-04-27 01:00:00,3,,TBD,,TBD,csgo_tt_9129, ESL 挑战者联赛 S51 欧洲杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-22 00:00:00,2026-05-04 06:00:00,0,0,0
csgo_mc_2393598,2026-04-27 05:00:00,3,,TBD,,TBD,csgo_tt_9130, ESL 挑战者联赛 S51 南美杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-04 09:00:00,0,0,0
csgo_mc_2393599,2026-04-27 05:00:00,3,hltv_team_13081,Fake do Biru,hltv_team_13304,LP,csgo_tt_9130, ESL 挑战者联赛 S51 南美杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-04 09:00:00,0,0,0
csgo_mc_2393600,2026-04-27 05:00:00,3,csgo_tm_9455,Imperial,hltv_team_12988,GameHunters,csgo_tt_9130, ESL 挑战者联赛 S51 南美杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-04 09:00:00,0,0,0
csgo_mc_2393601,2026-04-27 05:00:00,3,csgo_tm_11933,Yawara,csgo_tm_7176,RED Canids,csgo_tt_9130, ESL 挑战者联赛 S51 南美杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-04 09:00:00,0,0,0
csgo_mc_2393602,2026-04-27 05:00:00,3,hltv_team_12959,ShindeN,csgo_tm_10997,Procyon,csgo_tt_9130, ESL 挑战者联赛 S51 南美杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-04 09:00:00,0,0,0
csgo_mc_2393603,2026-04-27 05:00:00,3,csgo_tm_7653,Isurus,hltv_team_12776,Bounty Hunters,csgo_tt_9130, ESL 挑战者联赛 S51 南美杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-04 09:00:00,0,0,0
csgo_mc_2393604,2026-04-27 05:00:00,3,hltv_team_12677,Galorys,csgo_tm_6033,Keyd,csgo_tt_9130, ESL 挑战者联赛 S51 南美杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-04 09:00:00,0,0,0
csgo_mc_2393605,2026-04-27 05:00:00,3,csgo_tm_3044,Mibr.A,csgo_tm_11837,Fluxo,csgo_tt_9130, ESL 挑战者联赛 S51 南美杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-04 09:00:00,0,0,0
csgo_mc_2393455,2026-04-27 07:00:00,5,,TBD,,TBD,csgo_tt_9142,BB RUSH B Summit 第3赛季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d5e5ofkconkpudhr3g00.png,2026-04-22 00:00:00,2026-04-26 23:59:59,0,0,0
csgo_mc_2393628,2026-04-27 09:00:00,3,hltv_team_13499,Voca,hltv_team_11433,Surge,csgo_tt_9131, ESL 挑战者联赛 S51 北美杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-04 12:00:00,0,0,0
csgo_mc_2393629,2026-04-27 09:00:00,3,hltv_team_13201,F5,hltv_team_13107,Chicken Coop,csgo_tt_9131, ESL 挑战者联赛 S51 北美杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-04 12:00:00,0,0,0
csgo_mc_2393630,2026-04-27 09:00:00,3,hltv_team_12534,BOSS,hltv_team_12164,Zomblers,csgo_tt_9131, ESL 挑战者联赛 S51 北美杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-04 12:00:00,0,0,0
csgo_mc_2393631,2026-04-27 09:00:00,3,hltv_team_12554,regain,hltv_team_12769,Fisher College,csgo_tt_9131, ESL 挑战者联赛 S51 北美杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-04 12:00:00,0,0,0
csgo_mc_2393632,2026-04-27 09:00:00,3,hltv_team_12257,Wildcard,hltv_team_12971,Wanted Goons,csgo_tt_9131, ESL 挑战者联赛 S51 北美杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-04 12:00:00,0,0,0
csgo_mc_2393633,2026-04-27 09:00:00,3,hltv_team_13729,EMPIRE,hltv_team_12908,Aether,csgo_tt_9131, ESL 挑战者联赛 S51 北美杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-04 12:00:00,0,0,0
csgo_mc_2393634,2026-04-27 09:00:00,3,hltv_team_13665,FarmVille,hltv_team_13778,insane players,csgo_tt_9131, ESL 挑战者联赛 S51 北美杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-04 12:00:00,0,0,0
csgo_mc_2393635,2026-04-27 09:00:00,3,hltv_team_13425,Reign Above,hltv_team_13124,Marsborne,csgo_tt_9131, ESL 挑战者联赛 S51 北美杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-04 12:00:00,0,0,0
csgo_mc_2393203,2026-04-27 16:00:00,3,,TBD,,TBD,csgo_tt_9120,NODWIN Clutch 系列 7,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d3aacfcconkqbk3bnqo0.png,2026-04-14 00:00:00,2026-04-28 06:00:00,0,0,0
csgo_mc_2393552,2026-04-27 17:00:00,3,hltv_team_13486,THUNDER dOWNUNDER,,TBD,csgo_tt_9127, ESL 挑战者联赛 S51 大洋洲杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-03 23:59:59,0,0,0
csgo_mc_2393553,2026-04-27 17:00:00,3,hltv_team_13660,Ding Cuts,hltv_team_13686,Abyssal,csgo_tt_9127, ESL 挑战者联赛 S51 大洋洲杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-03 23:59:59,0,0,0
csgo_mc_2393554,2026-04-27 17:00:00,3,csgo_tm_9881,Rooster,csgo_tm_9942,MARKandLARRY,csgo_tt_9127, ESL 挑战者联赛 S51 大洋洲杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-03 23:59:59,0,0,0
csgo_mc_2393555,2026-04-27 17:00:00,3,csgo_tm_8536,Gz,,TBD,csgo_tt_9127, ESL 挑战者联赛 S51 大洋洲杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-03 23:59:59,0,0,0
csgo_mc_2393204,2026-04-27 19:00:00,3,,TBD,,TBD,csgo_tt_9120,NODWIN Clutch 系列 7,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d3aacfcconkqbk3bnqo0.png,2026-04-14 00:00:00,2026-04-28 06:00:00,0,0,0
csgo_mc_2393576,2026-04-27 21:00:00,3,,TBD,,TBD,csgo_tt_9128, ESL 挑战者联赛 S51 亚洲杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-03 23:59:59,0,0,0
csgo_mc_2393581,2026-04-27 21:00:00,3,,TBD,,TBD,csgo_tt_9128, ESL 挑战者联赛 S51 亚洲杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-03 23:59:59,0,0,0
csgo_mc_2393580,2026-04-27 21:00:00,3,,TBD,,TBD,csgo_tt_9128, ESL 挑战者联赛 S51 亚洲杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-03 23:59:59,0,0,0
csgo_mc_2393577,2026-04-27 21:00:00,3,,TBD,,TBD,csgo_tt_9128, ESL 挑战者联赛 S51 亚洲杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-03 23:59:59,0,0,0
csgo_mc_2393579,2026-04-27 21:00:00,3,,TBD,,TBD,csgo_tt_9128, ESL 挑战者联赛 S51 亚洲杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-03 23:59:59,0,0,0
csgo_mc_2393578,2026-04-27 21:00:00,3,,TBD,,TBD,csgo_tt_9128, ESL 挑战者联赛 S51 亚洲杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-03 23:59:59,0,0,0
csgo_mc_2393582,2026-04-27 21:00:00,3,,TBD,,TBD,csgo_tt_9128, ESL 挑战者联赛 S51 亚洲杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-03 23:59:59,0,0,0
csgo_mc_2393583,2026-04-27 21:00:00,3,,TBD,,TBD,csgo_tt_9128, ESL 挑战者联赛 S51 亚洲杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-03 23:59:59,0,0,0
csgo_mc_2393312,2026-04-27 21:00:00,3,,TBD,,TBD,csgo_tt_9132,Tipsport 征服布拉格 2026,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d7bheo4conkpudhr3rs0.png,2026-04-12 00:00:00,2026-04-29 23:59:59,0,0,0
csgo_mc_2393205,2026-04-27 22:00:00,3,,TBD,,TBD,csgo_tt_9120,NODWIN Clutch 系列 7,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d3aacfcconkqbk3bnqo0.png,2026-04-14 00:00:00,2026-04-28 06:00:00,0,0,0
csgo_mc_2393313,2026-04-27 23:30:00,3,,TBD,,TBD,csgo_tt_9132,Tipsport 征服布拉格 2026,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d7bheo4conkpudhr3rs0.png,2026-04-12 00:00:00,2026-04-29 23:59:59,0,0,0
csgo_mc_2393528,2026-04-28 01:00:00,3,,TBD,,TBD,csgo_tt_9129, ESL 挑战者联赛 S51 欧洲杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-22 00:00:00,2026-05-04 06:00:00,0,0,0
csgo_mc_2393529,2026-04-28 01:00:00,3,,TBD,,TBD,csgo_tt_9129, ESL 挑战者联赛 S51 欧洲杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-22 00:00:00,2026-05-04 06:00:00,0,0,0
csgo_mc_2393530,2026-04-28 01:00:00,3,,TBD,,TBD,csgo_tt_9129, ESL 挑战者联赛 S51 欧洲杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-22 00:00:00,2026-05-04 06:00:00,0,0,0
csgo_mc_2393531,2026-04-28 01:00:00,3,,TBD,,TBD,csgo_tt_9129, ESL 挑战者联赛 S51 欧洲杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-22 00:00:00,2026-05-04 06:00:00,0,0,0
csgo_mc_2393532,2026-04-28 01:00:00,3,,TBD,,TBD,csgo_tt_9129, ESL 挑战者联赛 S51 欧洲杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-22 00:00:00,2026-05-04 06:00:00,0,0,0
csgo_mc_2393533,2026-04-28 01:00:00,3,,TBD,,TBD,csgo_tt_9129, ESL 挑战者联赛 S51 欧洲杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-22 00:00:00,2026-05-04 06:00:00,0,0,0
csgo_mc_2393534,2026-04-28 01:00:00,3,,TBD,,TBD,csgo_tt_9129, ESL 挑战者联赛 S51 欧洲杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-22 00:00:00,2026-05-04 06:00:00,0,0,0
csgo_mc_2393535,2026-04-28 01:00:00,3,,TBD,,TBD,csgo_tt_9129, ESL 挑战者联赛 S51 欧洲杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-22 00:00:00,2026-05-04 06:00:00,0,0,0
csgo_mc_2393314,2026-04-28 02:00:00,3,,TBD,,TBD,csgo_tt_9132,Tipsport 征服布拉格 2026,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d7bheo4conkpudhr3rs0.png,2026-04-12 00:00:00,2026-04-29 23:59:59,0,0,0
csgo_mc_2393606,2026-04-28 05:00:00,3,,TBD,,TBD,csgo_tt_9130, ESL 挑战者联赛 S51 南美杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-04 09:00:00,0,0,0
csgo_mc_2393607,2026-04-28 05:00:00,3,,TBD,,TBD,csgo_tt_9130, ESL 挑战者联赛 S51 南美杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-04 09:00:00,0,0,0
csgo_mc_2393608,2026-04-28 05:00:00,3,,TBD,,TBD,csgo_tt_9130, ESL 挑战者联赛 S51 南美杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-04 09:00:00,0,0,0
csgo_mc_2393609,2026-04-28 05:00:00,3,,TBD,,TBD,csgo_tt_9130, ESL 挑战者联赛 S51 南美杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-04 09:00:00,0,0,0
csgo_mc_2393610,2026-04-28 05:00:00,3,,TBD,,TBD,csgo_tt_9130, ESL 挑战者联赛 S51 南美杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-04 09:00:00,0,0,0
csgo_mc_2393612,2026-04-28 05:00:00,3,,TBD,,TBD,csgo_tt_9130, ESL 挑战者联赛 S51 南美杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-04 09:00:00,0,0,0
csgo_mc_2393611,2026-04-28 05:00:00,3,,TBD,,TBD,csgo_tt_9130, ESL 挑战者联赛 S51 南美杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-04 09:00:00,0,0,0
csgo_mc_2393613,2026-04-28 05:00:00,3,,TBD,,TBD,csgo_tt_9130, ESL 挑战者联赛 S51 南美杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-04 09:00:00,0,0,0
csgo_mc_2393636,2026-04-28 09:00:00,3,,TBD,,TBD,csgo_tt_9131, ESL 挑战者联赛 S51 北美杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-04 12:00:00,0,0,0
csgo_mc_2393637,2026-04-28 09:00:00,3,,TBD,,TBD,csgo_tt_9131, ESL 挑战者联赛 S51 北美杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-04 12:00:00,0,0,0
csgo_mc_2393638,2026-04-28 09:00:00,3,,TBD,,TBD,csgo_tt_9131, ESL 挑战者联赛 S51 北美杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-04 12:00:00,0,0,0
csgo_mc_2393639,2026-04-28 09:00:00,3,,TBD,,TBD,csgo_tt_9131, ESL 挑战者联赛 S51 北美杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-04 12:00:00,0,0,0
csgo_mc_2393640,2026-04-28 09:00:00,3,,TBD,,TBD,csgo_tt_9131, ESL 挑战者联赛 S51 北美杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-04 12:00:00,0,0,0
csgo_mc_2393641,2026-04-28 09:00:00,3,,TBD,,TBD,csgo_tt_9131, ESL 挑战者联赛 S51 北美杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-04 12:00:00,0,0,0
csgo_mc_2393642,2026-04-28 09:00:00,3,,TBD,,TBD,csgo_tt_9131, ESL 挑战者联赛 S51 北美杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-04 12:00:00,0,0,0
csgo_mc_2393643,2026-04-28 09:00:00,3,,TBD,,TBD,csgo_tt_9131, ESL 挑战者联赛 S51 北美杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-04 12:00:00,0,0,0
csgo_mc_2393556,2026-04-28 17:00:00,3,,TBD,,TBD,csgo_tt_9127, ESL 挑战者联赛 S51 大洋洲杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-03 23:59:59,0,0,0
csgo_mc_2393557,2026-04-28 17:00:00,3,,TBD,,TBD,csgo_tt_9127, ESL 挑战者联赛 S51 大洋洲杯 第4季,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/d2jeda4conkqbk3bnkm0.png,2026-04-26 00:00:00,2026-05-03 23:59:59,0,0,0
