team_id,team_name,team_logo,country_logo,region_name
hltv_team_13594,CYBERSHOKE Prospects,https://oss.5eplay.com/cloudx/p/sport/csgo/team/merge_d7a6pokconkpudhr3rng.png,,
hltv_team_12267,UNiTY,https://oss.5eplay.com/cloudx/p/sport/csgo/team/cjrh38cconkqks63b5a0.png,,
hltv_team_13623,STATE,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d768n5sconkpudhr3qg0.png,,
hltv_team_13116,UR,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d717ck4conkpudhr3pr0.png,,
hltv_team_13014,Wave,https://oss.5eplay.com/cloudx/p/sport/csgo/team/csep7tkconkotam81b80.png,,
hltv_team_13576,TNT,https://oss.5eplay.com/sport/csgo/team/null.png,,
hltv_team_13553,Oxuji,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d658vgcconkpudhr3l30.webp,,
csgo_tm_10254,BIG.A,https://oss.5eplay.com/sport/csgo/team/merge_cgch9m9ll806h1bg2lp0.png,,
hltv_team_13729,EMPIRE,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d7cplj4conkpudhr3s4g.png,,
hltv_team_13242,XDM,https://oss.5eplay.com/cloudx/p/sport/csgo/team/merge_d006cu4conkt3lege58g.png,,
hltv_team_13163,Algo,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d1bna5cconkt3legelrg.png,,
hltv_team_13479,Omega,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d5a7la4conkpudhr3frg.png,,
hltv_team_13340,CSDIILIT,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d3o5v7cconkqbk3bnts0.png,,
hltv_team_13568,eLITenergy,https://oss.5eplay.com/sport/csgo/team/null.png,,
csgo_tm_7720,InControl,https://oss.5eplay.com/cloudx/p/sport/csgo/team/cvmb6p4conkt3lege0vg.png,,
hltv_team_13364,Famalicão,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d2gjvpkconkt3legf0t0.png,,
csgo_tm_10567,SAW,https://oss.5eplay.com/cloudx/p/sport/csgo/team/merge_cldgrokconkqks63cjk0.png,,
hltv_team_13707,Younglings,https://oss.5eplay.com/sport/csgo/team/null.png,,
hltv_team_13686,Abyssal,https://oss.5eplay.com/cloudx/p/sport/csgo/team/merge_d6fa6mcconkpudhr3lj0.png,,
hltv_team_13610,Beyond Limits,https://oss.5eplay.com/sport/csgo/team/null.png,,
hltv_team_13747,BERG,https://oss.5eplay.com/sport/csgo/team/null.png,,
csgo_tm_11668,Mindfreak,https://oss.5eplay.com/sport/csgo/team/hz/cec403n4nfq4334101m0.png,,
csgo_tm_10371,NAVI Jr.,https://oss.5eplay.com/sport/csgo/team/hz/cec3uj74nfq43340vp0g.png,,
hltv_team_12825,The QUBE,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d1evt64conkt3legepe0.png,,
hltv_team_13715,Hashiras,https://oss.5eplay.com/sport/csgo/team/null.png,,
csgo_tm_11609,Genone,https://oss.5eplay.com/sport/csgo/team/ceihjin4nfq4334151pg.png,,
csgo_tm_8947,XI,https://oss.5eplay.com/cloudx/p/sport/csgo/team/cjcprbkconkqks63aptg.png,,
hltv_team_12363,Arcade,https://oss.5eplay.com/cloudx/p/sport/csgo/team/cqc9e2cconkotam7vpt0.png,,
csgo_tm_10997,Procyon,https://oss.5eplay.com/sport/csgo/team/10997.png,,
hltv_team_12352,Sashi Academy,https://oss.5eplay.com/cloudx/p/sport/csgo/team/cmuec04conkqks63drcg.png,,
hltv_team_13746,Matrix,https://oss.5eplay.com/sport/csgo/team/null.png,,
hltv_team_13704,Drama,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d6ua6isconkpudhr3pmg.png,,
hltv_team_13698,GAMEHARMONY,https://oss.5eplay.com/sport/csgo/team/null.png,,
hltv_team_13665,FarmVille,https://oss.5eplay.com/sport/csgo/team/null.png,,
csgo_tm_6788,Crashers,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d2a0omkconkt3legev0g.png,,
hltv_team_12889,G2 Ares,https://oss.5eplay.com/cloudx/p/sport/csgo/team/crrljvkconkotam812vg.png,,
csgo_tm_10867,MASONIC,https://oss.5eplay.com/sport/csgo/team/hz/cec3v4n4nfq43340vrv0.png,,
hltv_team_13470,Oramond,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d3reitcconkqbk3bnu5g.png,,
hltv_team_12971,Wanted Goons,https://oss.5eplay.com/cloudx/p/sport/csgo/team/crlsob4conkotam80tp0.png,,
hltv_team_13450,yngods,https://oss.5eplay.com/sport/csgo/team/null.png,,
hltv_team_13683,WROTBERRY,https://oss.5eplay.com/sport/csgo/team/null.png,,
hltv_team_13792,ex-MINLATE,https://oss.5eplay.com/sport/csgo/team/null.png,,
csgo_tm_11129,Bankapepsi,https://oss.5eplay.com/sport/csgo/team/hz/cec3ve74nfq43340vtm0.png,,
csgo_tm_11018,Megoshort,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d6ua4kkconkpudhr3pl0.png,,
hltv_team_12567,Akimbo,https://oss.5eplay.com/cloudx/p/sport/csgo/team/cpg2sf4conklgsjvi8r0.png,,
hltv_team_13053,Just Swing,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d6qsrecconkpudhr3on0.png,,
hltv_team_12846,M1X KS,https://oss.5eplay.com/sport/csgo/team/null.png,,
hltv_team_13327,R2,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d2gmv9kconkt3legf12g.png,,
hltv_team_12194,Rune Eaters,https://oss.5eplay.com/cloudx/p/sport/csgo/team/merge_cgvkpbf4nfqe2nie468g.png,,
csgo_tm_9735,Lilmix,https://oss.5eplay.com/sport/csgo/team/hz/cec3trv4nfq43340vl40.png,,
hltv_team_13668,Atreides,https://oss.5eplay.com/sport/csgo/team/null.png,,
hltv_team_13161,eternal premium,https://oss.5eplay.com/cloudx/p/sport/csgo/team/merge_d7a6ql4conkpudhr3rr0.png,,
hltv_team_13024,8Sins,https://oss.5eplay.com/cloudx/p/sport/csgo/team/csnkbasconkotam81do0.png,,
hltv_team_13753,basement bobs,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d768njkconkpudhr3qgg.png,,
hltv_team_13107,Chicken Coop,https://oss.5eplay.com/cloudx/p/sport/csgo/team/merge_cu4q5h4conkqmjpn7t3g.png,,
csgo_tm_10287,Legion,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d2sep6kconkqbk3bnn00.png,,
hltv_team_13029,RED Canids Academy,https://oss.5eplay.com/cloudx/p/sport/csgo/team/csnbq54conkotam81dn0.png,,
hltv_team_13552,Endless Journey,https://oss.5eplay.com/sport/csgo/team/null.png,,
hltv_team_13676,LAGUNA,https://oss.5eplay.com/sport/csgo/team/null.png,,
hltv_team_13681,Inner Circle Academy,https://oss.5eplay.com/sport/csgo/team/null.png,,
hltv_team_12973,NuTorious,https://oss.5eplay.com/cloudx/p/sport/csgo/team/cv0ig1sconkqmjpn8el0.png,,
hltv_team_13691,Back to Back,https://oss.5eplay.com/sport/csgo/team/null.png,,
csgo_tm_11838,Partizan,https://oss.5eplay.com/sport/csgo/team/hz/cec409f4nfq4334102ng.png,,
hltv_team_13563,Diamant,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d6ua5p4conkpudhr3plg.png,,
hltv_team_13281,Bushido Wildcats,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d0rt4ikconkt3leged70.png,,
hltv_team_13551,OlyBet,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d5a7oi4conkpudhr3fu0.png,,
hltv_team_13026,BESTIA Academy,https://oss.5eplay.com/cloudx/p/sport/csgo/team/merge_d52vt04conkpudhr3fag.png,,
hltv_team_13766,Phantom Academy,https://oss.5eplay.com/sport/csgo/team/null.png,,
hltv_team_13726,METANOIA Wolves,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d768e1kconkpudhr3qcg.png,,
hltv_team_13664,ex-KRÜ,https://oss.5eplay.com/sport/csgo/team/null.png,,
hltv_team_12366,Aurora YB,https://oss.5eplay.com/cloudx/p/sport/csgo/team/cm4jhasconkqks63d5jg.png,,
hltv_team_13433,Last Bullet,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d54fin4conkpudhr3fd0.png,,
hltv_team_12164,Zomblers,https://oss.5eplay.com/cloudx/p/sport/csgo/team/merge_cjt8kmcconkqks63b81g.png,,
csgo_tm_11905,paiN.A,https://oss.5eplay.com/sport/csgo/team/merge_ceigi1f4nfq4334150ag.png,,
hltv_team_12908,Aether,https://oss.5eplay.com/cloudx/p/sport/csgo/team/cqos43cconkotam806n0.png,,
hltv_team_13528,Misa,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d52aqa4conkpudhr3ed0.png,,
hltv_team_12948,BP,https://oss.5eplay.com/cloudx/p/sport/csgo/team/merge_ct2qb7sconkotam81iog.png,,
hltv_team_13634,METANOIA,https://oss.5eplay.com/sport/csgo/team/null.png,,
csgo_tm_9139,Brute,https://oss.5eplay.com/cloudx/p/sport/csgo/team/merge_chdapmf4nfqe2nie51a0.png,,
hltv_team_4246,Enjoy,https://oss.5eplay.com/sport/csgo/team/4246.png,,
csgo_tm_11218,okura,https://oss.5eplay.com/sport/csgo/team/null.png,,
hltv_team_13735,Haunted House,https://oss.5eplay.com/sport/csgo/team/null.png,,
hltv_team_13217,ScarX,https://oss.5eplay.com/cloudx/p/sport/csgo/team/cvrqf34conkt3lege3mg.png,,
hltv_team_13582,NIC,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d52an5sconkpudhr3ec0.png,,
hltv_team_12960,Fire Flux,https://oss.5eplay.com/cloudx/p/sport/csgo/team/crqfknkconkotam8124g.png,,
hltv_team_13705,Imperial Academy,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d768o6sconkpudhr3qh0.png,,
hltv_team_13756,Alka,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d768f5sconkpudhr3qd0.png,,
hltv_team_13802,Eclipse,https://oss.5eplay.com/sport/csgo/team/null.png,,
csgo_tm_11711,Players,https://oss.5eplay.com/sport/csgo/team/null.png,,
hltv_team_13745,Kuusamo,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d7c4nlcconkpudhr3rtg.png,,
csgo_tm_11553,Dripmen,,,
csgo_tm_11275,NSN,https://oss.5eplay.com/sport/csgo/team/hz/cec3vkf4nfq43340vuq0.png,,
hltv_team_13794,900FPSvsECO,https://oss.5eplay.com/sport/csgo/team/null.png,,
hltv_team_13413,Vasco,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d3rf8gsconkqbk3bnu6g.png,,
hltv_team_13695,CTRL,https://oss.5eplay.com/sport/csgo/team/null.png,,
hltv_team_12276,DXA,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d7cpg7cconkpudhr3rug.png,,
hltv_team_13591,ALTAY,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d5a7lqkconkpudhr3fs0.png,,
hltv_team_13661,mouse,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d7cplrkconkpudhr3s50.png,,
hltv_team_13457,OxinGame,https://oss.5eplay.com/sport/csgo/team/null.png,,
hltv_team_13798,Clutchain,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d7cphg4conkpudhr3rvg.png,,
hltv_team_13725,Guara,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d6ua3mcconkpudhr3pkg.png,,
hltv_team_13238,JUMBO,https://oss.5eplay.com/cloudx/p/sport/csgo/team/cvsvmjsconkt3lege50g.png,,
hltv_team_13651,ReThink,https://oss.5eplay.com/sport/csgo/team/null.png,,
csgo_tm_9422,CarritoSpain,https://oss.5eplay.com/sport/csgo/team/null.png,,
hltv_team_13718,100RA,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d717e54conkpudhr3prg.png,,
hltv_team_13731,The MongolZ Academy,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d6sf2bkconkpudhr3opg.png,,
hltv_team_13159,Prestige,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d06samsconkt3lege6r0.png,,
hltv_team_12745,brazylijski luz,https://oss.5eplay.com/cloudx/p/sport/csgo/team/co8v014conklgsjvh3b0.png,,
hltv_team_13465,Dziuseppe,https://oss.5eplay.com/sport/csgo/team/null.png,,
hltv_team_13425,Reign Above,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d69tidcconkpudhr3l70.webp,,
hltv_team_12855,HAVENs,https://oss.5eplay.com/cloudx/p/sport/csgo/team/ctdqc8sconkqmjpn7ev0.png,,
hltv_team_13687,Hermine,https://oss.5eplay.com/sport/csgo/team/null.png,,
hltv_team_13571,SINQU,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d5a7nvsconkpudhr3ftg.png,,
hltv_team_13646,Fortress,https://oss.5eplay.com/sport/csgo/team/null.png,,
csgo_tm_10976,FURIA fe,https://oss.5eplay.com/sport/csgo/team/cgcl53pll806h1bg2n40.png,,
hltv_team_12190,Shimmer,https://oss.5eplay.com/cloudx/p/sport/csgo/team/ckbmp84conkqks63bmbg.png,,
hltv_team_13702,The Continental,https://oss.5eplay.com/sport/csgo/team/null.png,,
hltv_team_13763,MASQ,https://oss.5eplay.com/sport/csgo/team/null.png,,
csgo_tm_8488,INFURITY,https://oss.5eplay.com/cloudx/p/sport/csgo/team/cnr93jkconklgsjvgor0.png,,
hltv_team_13543,Time Waves,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d7cpfhsconkpudhr3ru0.png,,
hltv_team_13608,Fokus,https://oss.5eplay.com/sport/csgo/team/null.png,,
hltv_team_13788,Clutchain,https://oss.5eplay.com/sport/csgo/team/null.png,,
hltv_team_13797,ZOTIX,https://oss.5eplay.com/sport/csgo/team/null.png,,
hltv_team_13713,Evo Novo,https://oss.5eplay.com/sport/csgo/team/null.png,,
csgo_tm_10901,Overknight,https://oss.5eplay.com/sport/csgo/team/10901.png,,
hltv_team_12301,FLY RED,https://oss.5eplay.com/cloudx/p/sport/csgo/team/merge_cilsutcconkqks63a330.png,,
csgo_tm_5479,Mythic,https://oss.5eplay.com/sport/csgo/team/hz/cec3psf4nfq43340urgg.png,,
hltv_team_13796,Young TigeRES,https://oss.5eplay.com/sport/csgo/team/null.png,,
hltv_team_13694,THE UNIT,https://oss.5eplay.com/sport/csgo/team/null.png,,
hltv_team_13566,Exilium,https://oss.5eplay.com/sport/csgo/team/null.png,,
hltv_team_13733,Sicarios,https://oss.5eplay.com/sport/csgo/team/null.png,,
hltv_team_13685,Skele,https://oss.5eplay.com/sport/csgo/team/null.png,,
hltv_team_12568,EC BANGA,https://oss.5eplay.com/cloudx/p/sport/csgo/team/csmvbqsconkotam81dhg.png,,
csgo_tm_10864,VP.P,https://oss.5eplay.com/sport/csgo/team/hz/cec3v4n4nfq43340vru0.png,,
hltv_team_13476,VEXA,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d6ua2c4conkpudhr3pf0.png,,
hltv_team_12242,ClayMakers,https://oss.5eplay.com/sport/csgo/team/null.png,,
hltv_team_13471,ALZON,https://oss.5eplay.com/sport/csgo/team/null.png,,
csgo_tm_10975,MIBR.fe,https://oss.5eplay.com/sport/csgo/team/merge_cgcl8r9ll806h1bg2nq0.png,,
hltv_team_13732,B8 Academy,https://oss.5eplay.com/sport/csgo/team/null.png,,
hltv_team_13722,Hacha,https://oss.5eplay.com/sport/csgo/team/null.png,,
hltv_team_13142,AKA HERO KAJO,https://oss.5eplay.com/sport/csgo/team/null.png,,
hltv_team_12457,RoundsGG,https://oss.5eplay.com/cloudx/p/sport/csgo/team/ckq9f3kconkqks63c24g.png,,
csgo_tm_11718,BIG.E,https://oss.5eplay.com/sport/csgo/team/merge_cgch9h9ll806h1bg2ln0.png,,
hltv_team_12731,LE-LUX,https://oss.5eplay.com/cloudx/p/sport/csgo/team/merge_d1o6mjkconkt3legeqrg.png,,
hltv_team_13395,hindsight,https://oss.5eplay.com/sport/csgo/team/null.png,,
hltv_team_12533,Atrix,https://oss.5eplay.com/cloudx/p/sport/csgo/team/merge_crl975sconkotam80stg.png,,
