match_id,slug,match_url,match_date,match_time,time_text,event_name,stage,team1,team1_country,team2,team2_country,score1,score2,winner,status,note,source,source_list_url,fetched_at
657970,mir-vs-natus-vincere-junior-challengers-2026-north-east-stage-2-ur3,https://www.vlr.gg/657970/mir-vs-natus-vincere-junior-challengers-2026-north-east-stage-2-ur3,2026-05-04,2026-05-04 23:00:00,11:00 PM,Challengers 2026: NORTH//EAST Stage 2,Playoffs–Upper Round 3,MIR,RU,Natus Vincere Junior,UN,0,2,,live,,vlr_experiment,https://www.vlr.gg/matches,2026-05-05 01:19:39
663062,ramboot-club-vs-kpi-gaming-challengers-2026-spain-rising-stage-3-phase-2-lr3,https://www.vlr.gg/663062/ramboot-club-vs-kpi-gaming-challengers-2026-spain-rising-stage-3-phase-2-lr3,2026-05-04,2026-05-04 23:00:00,11:00 PM,Challengers 2026: Spain Rising Stage 3,Phase 2–Lower Round 3,Ramboot Club,EU,KPI Gaming,ES,1,0,,live,,vlr_experiment,https://www.vlr.gg/matches,2026-05-05 01:19:39
666215,gentle-mates-gc-vs-g2-gozen-game-changers-2026-emea-stage-2-w2,https://www.vlr.gg/666215/gentle-mates-gc-vs-g2-gozen-game-changers-2026-emea-stage-2-w2,2026-05-04,2026-05-04 23:00:00,11:00 PM,Game Changers 2026: EMEA Stage 2,Group Stage–Week 2,Gentle Mates GC,EU,G2 Gozen,EU,1,1,,live,,vlr_experiment,https://www.vlr.gg/matches,2026-05-05 01:19:39
666216,alternate-attax-ruby-vs-zennit-orange-gc-game-changers-2026-emea-stage-2-w2,https://www.vlr.gg/666216/alternate-attax-ruby-vs-zennit-orange-gc-game-changers-2026-emea-stage-2-w2,2026-05-04,2026-05-04 23:00:00,11:00 PM,Game Changers 2026: EMEA Stage 2,Group Stage–Week 2,ALTERNATE aTTaX Ruby,DE,ZennIT Orange GC,EU,1,1,,live,,vlr_experiment,https://www.vlr.gg/matches,2026-05-05 01:19:39
661076,be-ikta-esports-vs-misa-esports-challengers-2026-t-rkiye-birlik-stage-2-lbf,https://www.vlr.gg/661076/be-ikta-esports-vs-misa-esports-challengers-2026-t-rkiye-birlik-stage-2-lbf,2026-05-04,2026-05-04 23:30:00,11:30 PM,Challengers 2026: Türkiye Birlik Stage 2,Playoffs–Lower Final,Beşiktaş Esports,TR,Misa Esports,TR,1,1,,live,,vlr_experiment,https://www.vlr.gg/matches,2026-05-05 01:19:39
649788,joblife-vs-mandatory-challengers-2026-france-revolution-stage-2-ubf,https://www.vlr.gg/649788/joblife-vs-mandatory-challengers-2026-france-revolution-stage-2-ubf,2026-05-05,2026-05-05 00:00:00,12:00 AM,Challengers 2026: France Revolution Stage 2,Playoffs–Upper Final,Joblife,EU,Mandatory,FR,0,1,,live,,vlr_experiment,https://www.vlr.gg/matches,2026-05-05 01:19:39
664806,gamax-esports-vs-ghools-esports-challengers-2026-mena-resilience-pulse-stage-north-africa-ubsf,https://www.vlr.gg/664806/gamax-esports-vs-ghools-esports-challengers-2026-mena-resilience-pulse-stage-north-africa-ubsf,2026-05-05,2026-05-05 00:00:00,12:00 AM,Challengers 2026: MENA Resilience Pulse Stage - North Africa,Playoffs–Upper Semifinals,Gamax Esports,EG,Ghools Esports,TN,1,0,,live,,vlr_experiment,https://www.vlr.gg/matches,2026-05-05 01:19:39
663063,bar-a-esports-vs-falke-esports-challengers-2026-spain-rising-stage-3-phase-2-lr3,https://www.vlr.gg/663063/bar-a-esports-vs-falke-esports-challengers-2026-spain-rising-stage-3-phase-2-lr3,2026-05-05,2026-05-05 02:00:00,2:00 AM,Challengers 2026: Spain Rising Stage 3,Phase 2–Lower Round 3,Barça eSports,ES,Falke Esports,ES,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches,2026-05-05 01:19:39
666217,sk-nebula-vs-fokus-sakura-game-changers-2026-emea-stage-2-w2,https://www.vlr.gg/666217/sk-nebula-vs-fokus-sakura-game-changers-2026-emea-stage-2-w2,2026-05-05,2026-05-05 02:00:00,2:00 AM,Game Changers 2026: EMEA Stage 2,Group Stage–Week 2,SK Nebula,EU,FOKUS Sakura,DE,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches,2026-05-05 01:19:39
666218,giantx-gc-vs-twisted-minds-orchid-game-changers-2026-emea-stage-2-w2,https://www.vlr.gg/666218/giantx-gc-vs-twisted-minds-orchid-game-changers-2026-emea-stage-2-w2,2026-05-05,2026-05-05 02:00:00,2:00 AM,Game Changers 2026: EMEA Stage 2,Group Stage–Week 2,GIANTX GC,EU,Twisted Minds Orchid,SA,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches,2026-05-05 01:19:39
664807,baam-esports-vs-team-raad-challengers-2026-mena-resilience-pulse-stage-north-africa-ubsf,https://www.vlr.gg/664807/baam-esports-vs-team-raad-challengers-2026-mena-resilience-pulse-stage-north-africa-ubsf,2026-05-05,2026-05-05 02:30:00,2:30 AM,Challengers 2026: MENA Resilience Pulse Stage - North Africa,Playoffs–Upper Semifinals,BAAM Esports,EG,Team RA'AD,EG,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches,2026-05-05 01:19:39
649790,wip-esports-vs-f9-eicar-challengers-2026-france-revolution-stage-2-lr1,https://www.vlr.gg/649790/wip-esports-vs-f9-eicar-challengers-2026-france-revolution-stage-2-lr1,2026-05-05,2026-05-05 03:00:00,3:00 AM,Challengers 2026: France Revolution Stage 2,Playoffs–Lower Round 1,WIP Esports,EU,F9 EICAR,FR,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches,2026-05-05 01:19:39
661115,evil-geniuses-academy-vs-division-one-challengers-2026-north-america-ace-stage-2-lr2,https://www.vlr.gg/661115/evil-geniuses-academy-vs-division-one-challengers-2026-north-america-ace-stage-2-lr2,2026-05-05,2026-05-05 04:00:00,4:00 AM,Challengers 2026: North America ACE Stage 2,Playoffs–Lower Round 2,Evil Geniuses Academy,US,Division One,US,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches,2026-05-05 01:19:39
661116,yfp-vs-flyquest-challengers-2026-north-america-ace-stage-2-lr2,https://www.vlr.gg/661116/yfp-vs-flyquest-challengers-2026-north-america-ace-stage-2-lr2,2026-05-05,2026-05-05 07:00:00,7:00 AM,Challengers 2026: North America ACE Stage 2,Playoffs–Lower Round 2,YFP,US,FlyQuest,US,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches,2026-05-05 01:19:39
666339,eoto-vs-fennel-gc-game-changers-2026-japan-split-1-ubf,https://www.vlr.gg/666339/eoto-vs-fennel-gc-game-changers-2026-japan-split-1-ubf,2026-05-05,2026-05-05 12:00:00,12:00 PM,Game Changers 2026: Japan Split 1,Main Stage–Upper Final,EOTO,JP,FENNEL GC,JP,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches,2026-05-05 01:19:39
666341,uwinks-vs-sasanqua-game-changers-2026-japan-split-1-lr1,https://www.vlr.gg/666341/uwinks-vs-sasanqua-game-changers-2026-japan-split-1-lr1,2026-05-05,2026-05-05 15:00:00,3:00 PM,Game Changers 2026: Japan Split 1,Main Stage–Lower Round 1,Uwinks,JP,Sasanqua,JP,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches,2026-05-05 01:19:39
659485,jdg-esports-vs-dragon-ranger-gaming-vct-2026-china-stage-1-lr2,https://www.vlr.gg/659485/jdg-esports-vs-dragon-ranger-gaming-vct-2026-china-stage-1-lr2,2026-05-05,2026-05-05 17:00:00,5:00 PM,VCT 2026: China Stage 1,Playoffs–Lower Round 2,JDG Esports,CN,Dragon Ranger Gaming,CN,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches,2026-05-05 01:19:39
666342,tbd-game-changers-2026-japan-split-1-lbf,https://www.vlr.gg/666342/tbd-game-changers-2026-japan-split-1-lbf,2026-05-05,2026-05-05 18:00:00,6:00 PM,Game Changers 2026: Japan Split 1,Main Stage–Lower Final,TBD,UN,TBD,UN,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches,2026-05-05 01:19:39
659484,all-gamers-vs-tyloo-vct-2026-china-stage-1-lr2,https://www.vlr.gg/659484/all-gamers-vs-tyloo-vct-2026-china-stage-1-lr2,2026-05-05,2026-05-05 19:00:00,7:00 PM,VCT 2026: China Stage 1,Playoffs–Lower Round 2,All Gamers,CN,TYLOO,CN,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches,2026-05-05 01:19:39
659569,boom-esports-vs-alter-ego-challengers-2026-sea-split-2-indonesia-qualifier-ubf,https://www.vlr.gg/659569/boom-esports-vs-alter-ego-challengers-2026-sea-split-2-indonesia-qualifier-ubf,2026-05-05,2026-05-05 19:00:00,7:00 PM,Challengers 2026: SEA Split 2 - Indonesia Qualifier,Regionals–Upper Final,BOOM Esports,ID,Alter Ego,ID,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches,2026-05-05 01:19:39
659591,rival-esports-vs-xlb-challengers-2026-sea-split-2-rest-of-sea-qualifier-lr3,https://www.vlr.gg/659591/rival-esports-vs-xlb-challengers-2026-sea-split-2-rest-of-sea-qualifier-lr3,2026-05-05,2026-05-05 19:00:00,7:00 PM,Challengers 2026: SEA Split 2 - Rest of SEA Qualifier,Regionals–Lower Round 3,Rival Esports,SG,XLB,TW,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches,2026-05-05 01:19:39
660442,oasis-gaming-vs-naos-challengers-2026-sea-split-2-philippines-qualifier-ubf,https://www.vlr.gg/660442/oasis-gaming-vs-naos-challengers-2026-sea-split-2-philippines-qualifier-ubf,2026-05-05,2026-05-05 19:00:00,7:00 PM,Challengers 2026: SEA Split 2 - Philippines Qualifier,Regionals–Upper Final,Oasis Gaming,PH,NAOS,PH,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches,2026-05-05 01:19:39
660475,fancy-united-esports-vs-god-chosen-challengers-2026-sea-split-2-vietnam-qualifier-ubsf,https://www.vlr.gg/660475/fancy-united-esports-vs-god-chosen-challengers-2026-sea-split-2-vietnam-qualifier-ubsf,2026-05-05,2026-05-05 19:00:00,7:00 PM,Challengers 2026: SEA Split 2 - Vietnam Qualifier,Regionals–Upper Semifinals,Fancy United Esports,VN,God Chosen,VN,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches,2026-05-05 01:19:39
660491,sharper-esports-vs-555-challengers-2026-sea-split-2-thailand-qualifier-ubf,https://www.vlr.gg/660491/sharper-esports-vs-555-challengers-2026-sea-split-2-thailand-qualifier-ubf,2026-05-05,2026-05-05 19:00:00,7:00 PM,Challengers 2026: SEA Split 2 - Thailand Qualifier,Regionals–Upper Final,Sharper Esports,TH,555,TH,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches,2026-05-05 01:19:39
659575,kertanegara-esports-vs-neverland713-challengers-2026-sea-split-2-indonesia-qualifier-lr3,https://www.vlr.gg/659575/kertanegara-esports-vs-neverland713-challengers-2026-sea-split-2-indonesia-qualifier-lr3,2026-05-05,2026-05-05 21:00:00,9:00 PM,Challengers 2026: SEA Split 2 - Indonesia Qualifier,Regionals–Lower Round 3,Kertanegara Esports,ID,NEVERLAND713,ID,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches,2026-05-05 01:19:39
659585,trinity-vs-unsigned5-challengers-2026-sea-split-2-rest-of-sea-qualifier-ubf,https://www.vlr.gg/659585/trinity-vs-unsigned5-challengers-2026-sea-split-2-rest-of-sea-qualifier-ubf,2026-05-05,2026-05-05 21:00:00,9:00 PM,Challengers 2026: SEA Split 2 - Rest of SEA Qualifier,Regionals–Upper Final,Trinity,MN,Unsigned5,MY,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches,2026-05-05 01:19:39
660448,zorvex-vs-jade-lions-challengers-2026-sea-split-2-philippines-qualifier-lr3,https://www.vlr.gg/660448/zorvex-vs-jade-lions-challengers-2026-sea-split-2-philippines-qualifier-lr3,2026-05-05,2026-05-05 21:00:00,9:00 PM,Challengers 2026: SEA Split 2 - Philippines Qualifier,Regionals–Lower Round 3,Zorvex,PH,Jade Lions,PH,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches,2026-05-05 01:19:39
660476,roy-esports-vs-1tap-esports-challengers-2026-sea-split-2-vietnam-qualifier-ubsf,https://www.vlr.gg/660476/roy-esports-vs-1tap-esports-challengers-2026-sea-split-2-vietnam-qualifier-ubsf,2026-05-05,2026-05-05 21:00:00,9:00 PM,Challengers 2026: SEA Split 2 - Vietnam Qualifier,Regionals–Upper Semifinals,ROY Esports,VN,1Tap Esports,VN,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches,2026-05-05 01:19:39
660497,xoxo-01-vs-team-nkt-challengers-2026-sea-split-2-thailand-qualifier-lr3,https://www.vlr.gg/660497/xoxo-01-vs-team-nkt-challengers-2026-sea-split-2-thailand-qualifier-lr3,2026-05-05,2026-05-05 21:00:00,9:00 PM,Challengers 2026: SEA Split 2 - Thailand Qualifier,Regionals–Lower Round 3,XOXO-01,TH,Team NKT,TH,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches,2026-05-05 01:19:39
657977,team-liquid-academy-vs-enterprise-esports-challengers-2026-north-east-stage-2-mr3,https://www.vlr.gg/657977/team-liquid-academy-vs-enterprise-esports-challengers-2026-north-east-stage-2-mr3,2026-05-05,2026-05-05 23:00:00,11:00 PM,Challengers 2026: NORTH//EAST Stage 2,Playoffs–Middle Round 3,Team Liquid Academy,EU,Enterprise Esports,CZ,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches,2026-05-05 01:19:39
663064,tbd-challengers-2026-spain-rising-stage-3-phase-2-lr4,https://www.vlr.gg/663064/tbd-challengers-2026-spain-rising-stage-3-phase-2-lr4,2026-05-05,2026-05-05 23:00:00,11:00 PM,Challengers 2026: Spain Rising Stage 3,Phase 2–Lower Round 4,TBD,UN,TBD,UN,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches,2026-05-05 01:19:39
666219,karmine-corp-gc-vs-zennit-orange-gc-game-changers-2026-emea-stage-2-w2,https://www.vlr.gg/666219/karmine-corp-gc-vs-zennit-orange-gc-game-changers-2026-emea-stage-2-w2,2026-05-05,2026-05-05 23:00:00,11:00 PM,Game Changers 2026: EMEA Stage 2,Group Stage–Week 2,Karmine Corp GC,EU,ZennIT Orange GC,EU,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches,2026-05-05 01:19:39
666220,sk-nebula-vs-bar-a-esports-gc-game-changers-2026-emea-stage-2-w2,https://www.vlr.gg/666220/sk-nebula-vs-bar-a-esports-gc-game-changers-2026-emea-stage-2-w2,2026-05-05,2026-05-05 23:00:00,11:00 PM,Game Changers 2026: EMEA Stage 2,Group Stage–Week 2,SK Nebula,EU,Barça eSports GC,ES,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches,2026-05-05 01:19:39
649791,tbd-challengers-2026-france-revolution-stage-2-lbf,https://www.vlr.gg/649791/tbd-challengers-2026-france-revolution-stage-2-lbf,2026-05-06,2026-05-06 00:00:00,12:00 AM,Challengers 2026: France Revolution Stage 2,Playoffs–Lower Final,TBD,UN,TBD,UN,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches,2026-05-05 01:19:39
664044,alqadsiah-esports-vs-villianarc-challengers-2026-mena-resilience-pulse-stage-middle-east-ubf,https://www.vlr.gg/664044/alqadsiah-esports-vs-villianarc-challengers-2026-mena-resilience-pulse-stage-middle-east-ubf,2026-05-06,2026-05-06 00:00:00,12:00 AM,Challengers 2026: MENA Resilience Pulse Stage - Middle East,Playoffs–Upper Final,AlQadsiah Esports,SA,VillianArc,SA,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches,2026-05-05 01:19:39
666221,giantx-gc-vs-fokus-sakura-game-changers-2026-emea-stage-2-w2,https://www.vlr.gg/666221/giantx-gc-vs-fokus-sakura-game-changers-2026-emea-stage-2-w2,2026-05-06,2026-05-06 02:00:00,2:00 AM,Game Changers 2026: EMEA Stage 2,Group Stage–Week 2,GIANTX GC,EU,FOKUS Sakura,DE,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches,2026-05-05 01:19:39
664046,team-spire-vs-stallions-esports-challengers-2026-mena-resilience-pulse-stage-middle-east-lr1,https://www.vlr.gg/664046/team-spire-vs-stallions-esports-challengers-2026-mena-resilience-pulse-stage-middle-east-lr1,2026-05-06,2026-05-06 02:30:00,2:30 AM,Challengers 2026: MENA Resilience Pulse Stage - Middle East,Playoffs–Lower Round 1,Team Spire,SA,Stallions Esports,SA,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches,2026-05-05 01:19:39
661111,m80-vs-shopify-rebellion-black-challengers-2026-north-america-ace-stage-2-ubf,https://www.vlr.gg/661111/m80-vs-shopify-rebellion-black-challengers-2026-north-america-ace-stage-2-ubf,2026-05-06,2026-05-06 04:00:00,4:00 AM,Challengers 2026: North America ACE Stage 2,Playoffs–Upper Final,M80,US,Shopify Rebellion Black,US,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches,2026-05-05 01:19:39
668470,team-solid-vs-tbk-esports-challengers-2026-brazil-gamers-club-stage-2-w1,https://www.vlr.gg/668470/team-solid-vs-tbk-esports-challengers-2026-brazil-gamers-club-stage-2-w1,2026-05-06,2026-05-06 04:00:00,4:00 AM,Challengers 2026: Brazil Gamers Club Stage 2,Regular Phase–Week 1,Team Solid,BR,TBK Esports,BR,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches,2026-05-05 01:19:39
668471,peek-vs-abacatudos-challengers-2026-brazil-gamers-club-stage-2-w1,https://www.vlr.gg/668471/peek-vs-abacatudos-challengers-2026-brazil-gamers-club-stage-2-w1,2026-05-06,2026-05-06 04:00:00,4:00 AM,Challengers 2026: Brazil Gamers Club Stage 2,Regular Phase–Week 1,PEEK,BR,ABACATUDOS,BR,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches,2026-05-05 01:19:39
661117,tbd-challengers-2026-north-america-ace-stage-2-lr3,https://www.vlr.gg/661117/tbd-challengers-2026-north-america-ace-stage-2-lr3,2026-05-06,2026-05-06 07:00:00,7:00 AM,Challengers 2026: North America ACE Stage 2,Playoffs–Lower Round 3,TBD,UN,TBD,UN,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches,2026-05-05 01:19:39
668472,furia-academy-vs-f4tality-challengers-2026-brazil-gamers-club-stage-2-w1,https://www.vlr.gg/668472/furia-academy-vs-f4tality-challengers-2026-brazil-gamers-club-stage-2-w1,2026-05-06,2026-05-06 07:00:00,7:00 AM,Challengers 2026: Brazil Gamers Club Stage 2,Regular Phase–Week 1,FURIA Academy,BR,F4TALITY,BR,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches,2026-05-05 01:19:39
